Paper Number,NBER URL,Journal URL,Similarity Ratio or Error,Number of Authors,Number of Female Authors,Number of Male Authors,Number of Unknown Gender Authors
20878,https://econpapers.repec.org/paper/nbrnberwo/20878.htm,https://econpapers.repec.org/article/tprrestat/v_3a100_3ay_3a2018_3ai_3a1_3ap_3a29-44.htm,0.9778794813119756,2,0,2,0
20879,https://econpapers.repec.org/paper/nbrnberwo/20879.htm,https://econpapers.repec.org/article/aeaaecrev/v_3a108_3ay_3a2018_3ai_3a12_3ap_3a3814-54.htm,1.0,2,0,2,0
20880,https://econpapers.repec.org/paper/nbrnberwo/20880.htm,,Related journal article link not found,3,1,2,0
20881,https://econpapers.repec.org/paper/nbrnberwo/20881.htm,https://econpapers.repec.org/article/aeaaecrev/v_3a111_3ay_3a2021_3ai_3a1_3ap_3a73-128.htm,0.9958779884583677,3,0,3,0
20882,https://econpapers.repec.org/paper/nbrnberwo/20882.htm,https://econpapers.repec.org/article/aeaaecrev/v_3a106_3ay_3a2016_3ai_3a10_3ap_3a3133-58.htm,0.07845366685616828,3,0,3,0
20883,https://econpapers.repec.org/paper/nbrnberwo/20883.htm,https://econpapers.repec.org/article/thepublsh/2719.htm,0.026398491514770583,2,0,2,0
20884,https://econpapers.repec.org/paper/nbrnberwo/20884.htm,,Related journal article link not found,3,2,1,0
20885,https://econpapers.repec.org/paper/nbrnberwo/20885.htm,https://econpapers.repec.org/article/aeaaecrev/v_3a105_3ay_3a2015_3ai_3a5_3ap_3a340-45.htm,0.9930313588850174,4,1,3,0
20886,https://econpapers.repec.org/paper/nbrnberwo/20886.htm,,Related journal article link not found,2,0,2,0
20887,https://econpapers.repec.org/paper/nbrnberwo/20887.htm,,Related journal article link not found,1,0,1,0
20888,https://econpapers.repec.org/paper/nbrnberwo/20888.htm,https://econpapers.repec.org/article/blajoares/v_3a55_3ay_3a2017_3ai_3a1_3ap_3a35-78.htm,0.9892271662763467,4,1,3,0
20889,https://econpapers.repec.org/paper/nbrnberwo/20889.htm,https://econpapers.repec.org/article/ouprestud/v_3a86_3ay_3a2019_3ai_3a1_3ap_3a117-152..htm,0.9911054637865311,4,3,1,0
20890,https://econpapers.repec.org/paper/nbrnberwo/20890.htm,https://econpapers.repec.org/article/aeaaecrev/v_3a105_3ay_3a2015_3ai_3a5_3ap_3a496-501.htm,0.9643387815750372,4,1,3,0
20891,https://econpapers.repec.org/paper/nbrnberwo/20891.htm,https://econpapers.repec.org/article/aeaaecrev/v_3a105_3ay_3a2015_3ai_3a5_3ap_3a545-50.htm,1.0,2,1,1,0
20892,https://econpapers.repec.org/paper/nbrnberwo/20892.htm,https://econpapers.repec.org/article/wlysoecon/v_3a82_3ay_3a2016_3ai_3a4_3ap_3a1266-1310.htm,0.9817997977755308,4,1,3,0
20893,https://econpapers.repec.org/paper/nbrnberwo/20893.htm,,Related journal article link not found,1,0,1,0
20894,https://econpapers.repec.org/paper/nbrnberwo/20894.htm,,Related journal article link not found,1,1,0,0
20895,https://econpapers.repec.org/paper/nbrnberwo/20895.htm,https://econpapers.repec.org/article/eeejhecon/v_3a41_3ay_3a2015_3ai_3ac_3ap_3a107-116.htm,1.0,2,0,2,0
20896,https://econpapers.repec.org/paper/nbrnberwo/20896.htm,,Related journal article link not found,3,0,3,0
20897,https://econpapers.repec.org/paper/nbrnberwo/20897.htm,,Related journal article link not found,5,3,2,0
20898,https://econpapers.repec.org/paper/nbrnberwo/20898.htm,https://econpapers.repec.org/article/eeereecon/v_3a71_3ay_3a2017_3ai_3a3_3ap_3a491-506.htm,0.4071065989847716,2,0,2,0
20899,https://econpapers.repec.org/paper/nbrnberwo/20899.htm,,Related journal article link not found,1,0,1,0
20900,https://econpapers.repec.org/paper/nbrnberwo/20900.htm,,Related journal article link not found,3,1,2,0
20901,https://econpapers.repec.org/paper/nbrnberwo/20901.htm,,Related journal article link not found,2,0,2,0
20902,https://econpapers.repec.org/paper/nbrnberwo/20902.htm,,Related journal article link not found,3,0,3,0
20903,https://econpapers.repec.org/paper/nbrnberwo/20903.htm,,Related journal article link not found,2,0,2,0
20904,https://econpapers.repec.org/paper/nbrnberwo/20904.htm,https://econpapers.repec.org/article/aeajeclit/v_3a55_3ay_3a2017_3ai_3a4_3ap_3a1486-1525.htm,0.13496932515337423,3,1,2,0
20905,https://econpapers.repec.org/paper/nbrnberwo/20905.htm,,Related journal article link not found,4,1,3,0
20906,https://econpapers.repec.org/paper/nbrnberwo/20906.htm,https://econpapers.repec.org/article/wlyriskan/v_3a35_3ay_3a2015_3ai_3a6_3ap_3a1073-1085.htm,0.08049792531120332,2,0,2,0
20907,https://econpapers.repec.org/paper/nbrnberwo/20907.htm,,Related journal article link not found,4,1,3,0
20908,https://econpapers.repec.org/paper/nbrnberwo/20908.htm,,Related journal article link not found,2,0,2,0
20909,https://econpapers.repec.org/paper/nbrnberwo/20909.htm,,Related journal article link not found,2,1,1,0
20910,https://econpapers.repec.org/paper/nbrnberwo/20910.htm,,Related journal article link not found,3,0,3,0
20911,https://econpapers.repec.org/paper/nbrnberwo/20911.htm,https://econpapers.repec.org/article/wlyeconjl/v_3a128_3ay_3a2018_3ai_3a611_3ap_3a1570-1608.htm,0.2446256486286138,3,0,3,0
20912,https://econpapers.repec.org/paper/nbrnberwo/20912.htm,https://econpapers.repec.org/article/aeaaecrev/v_3a105_3ay_3a2015_3ai_3a5_3ap_3a551-57.htm,1.0,2,0,2,0
20913,https://econpapers.repec.org/paper/nbrnberwo/20913.htm,,Related journal article link not found,4,0,4,0
20914,https://econpapers.repec.org/paper/nbrnberwo/20914.htm,,Related journal article link not found,2,0,2,0
20915,https://econpapers.repec.org/paper/nbrnberwo/20915.htm,,Related journal article link not found,1,0,1,0
20916,https://econpapers.repec.org/paper/nbrnberwo/20916.htm,,Related journal article link not found,1,0,1,0
20917,https://econpapers.repec.org/paper/nbrnberwo/20917.htm,,Related journal article link not found,3,1,2,0
20918,https://econpapers.repec.org/paper/nbrnberwo/20918.htm,https://econpapers.repec.org/article/eeeecoedu/v_3a55_3ay_3a2016_3ai_3ac_3ap_3a1-20.htm,0.2464884458541006,3,1,2,0
20919,https://econpapers.repec.org/paper/nbrnberwo/20919.htm,,Related journal article link not found,1,0,1,0
20920,https://econpapers.repec.org/paper/nbrnberwo/20920.htm,,Related journal article link not found,2,1,1,0
20921,https://econpapers.repec.org/paper/nbrnberwo/20921.htm,,Related journal article link not found,2,1,1,0
20922,https://econpapers.repec.org/paper/nbrnberwo/20922.htm,,Related journal article link not found,2,1,1,0
20923,https://econpapers.repec.org/paper/nbrnberwo/20923.htm,,Related journal article link not found,5,0,5,0
20924,https://econpapers.repec.org/paper/nbrnberwo/20924.htm,,Related journal article link not found,2,0,2,0
20925,https://econpapers.repec.org/paper/nbrnberwo/20925.htm,https://econpapers.repec.org/article/eeereecon/v_3a71_3ay_3a2017_3ai_3a2_3ap_3a199-211.htm,0.8862068965517241,1,0,1,0
20926,https://econpapers.repec.org/paper/nbrnberwo/20926.htm,,Related journal article link not found,2,0,2,0
20927,https://econpapers.repec.org/paper/nbrnberwo/20927.htm,,Related journal article link not found,5,1,4,0
20928,https://econpapers.repec.org/paper/nbrnberwo/20928.htm,https://econpapers.repec.org/article/aeaaecrev/v_3a105_3ay_3a2015_3ai_3a5_3ap_3a1-33.htm,0.997134670487106,1,0,1,0
20929,https://econpapers.repec.org/paper/nbrnberwo/20929.htm,https://econpapers.repec.org/article/tprrestat/v_3a100_3ay_3a2018_3ai_3a2_3ap_3a287-302.htm,0.07050923335198657,4,0,4,0
20930,https://econpapers.repec.org/paper/nbrnberwo/20930.htm,,Related journal article link not found,5,1,4,0
20931,https://econpapers.repec.org/paper/nbrnberwo/20931.htm,,Related journal article link not found,3,0,3,0
20932,https://econpapers.repec.org/paper/nbrnberwo/20932.htm,https://econpapers.repec.org/article/aeaaecrev/v_3a105_3ay_3a2015_3ai_3a5_3ap_3a131-36.htm,0.8892238131122834,3,0,3,0
20933,https://econpapers.repec.org/paper/nbrnberwo/20933.htm,https://econpapers.repec.org/article/eeemoneco/v_3a76_3ay_3a2015_3ai_3as_3ap_3as37-s56.htm,0.11515748031496063,2,1,1,0
20934,https://econpapers.repec.org/paper/nbrnberwo/20934.htm,https://econpapers.repec.org/article/cupjechis/v_3a77_3ay_3a2017_3ai_3a01_3ap_3a127-170_5f00.htm,0.13292788879235448,2,1,1,0
20935,https://econpapers.repec.org/paper/nbrnberwo/20935.htm,https://econpapers.repec.org/article/kapjecgro/v_3a21_3ay_3a2016_3ai_3a1_3ad_3a10.1007_5fs10887-015-9122-3.htm,0.8868859846777828,1,0,1,0
20936,https://econpapers.repec.org/paper/nbrnberwo/20936.htm,https://econpapers.repec.org/article/eeegamebe/v_3a99_3ay_3a2016_3ai_3ac_3ap_3a36-55.htm,0.9095452273863068,4,2,2,0
20937,https://econpapers.repec.org/paper/nbrnberwo/20937.htm,,Related journal article link not found,3,2,1,0
20938,https://econpapers.repec.org/paper/nbrnberwo/20938.htm,,Related journal article link not found,1,0,1,0
20939,https://econpapers.repec.org/paper/nbrnberwo/20939.htm,https://econpapers.repec.org/article/aeaaejmac/v_3a10_3ay_3a2018_3ai_3a1_3ap_3a1-32.htm,0.6148760330578512,2,0,2,0
20940,https://econpapers.repec.org/paper/nbrnberwo/20940.htm,,Related journal article link not found,3,1,2,0
20941,https://econpapers.repec.org/paper/nbrnberwo/20941.htm,,Related journal article link not found,4,0,4,0
20942,https://econpapers.repec.org/paper/nbrnberwo/20942.htm,,Related journal article link not found,4,1,3,0
20943,https://econpapers.repec.org/paper/nbrnberwo/20943.htm,https://econpapers.repec.org/article/blapacecr/v_3a20_3ay_3a2015_3ai_3a3_3ap_3a444-460.htm,Journal abstract not found,1,1,0,0
20944,https://econpapers.repec.org/paper/nbrnberwo/20944.htm,,Related journal article link not found,1,1,0,0
20945,https://econpapers.repec.org/paper/nbrnberwo/20945.htm,,Related journal article link not found,1,1,0,0
20946,https://econpapers.repec.org/paper/nbrnberwo/20946.htm,,Related journal article link not found,4,0,4,0
20947,https://econpapers.repec.org/paper/nbrnberwo/20947.htm,https://econpapers.repec.org/article/ouprfinst/v_3a30_3ay_3a2017_3ai_3a6_3ap_3a1832-1864..htm,0.037073170731707315,2,0,2,0
20948,https://econpapers.repec.org/paper/nbrnberwo/20948.htm,,Related journal article link not found,4,3,1,0
20949,https://econpapers.repec.org/paper/nbrnberwo/20949.htm,https://econpapers.repec.org/article/eeejfinec/v_3a121_3ay_3a2016_3ai_3a3_3ap_3a477-495.htm,0.9113193943763518,3,1,2,0
20950,https://econpapers.repec.org/paper/nbrnberwo/20950.htm,,Related journal article link not found,4,2,2,0
20951,https://econpapers.repec.org/paper/nbrnberwo/20951.htm,,Related journal article link not found,1,1,0,0
20952,https://econpapers.repec.org/paper/nbrnberwo/20952.htm,https://econpapers.repec.org/article/eeejimfin/v_3a67_3ay_3a2016_3ai_3ac_3ap_3a13-24.htm,1.0,1,1,0,0
20953,https://econpapers.repec.org/paper/nbrnberwo/20953.htm,https://econpapers.repec.org/article/eeejeborg/v_3a114_3ay_3a2015_3ai_3ac_3ap_3a62-74.htm,1.0,3,0,3,0
20954,https://econpapers.repec.org/paper/nbrnberwo/20954.htm,,Related journal article link not found,2,1,1,0
20955,https://econpapers.repec.org/paper/nbrnberwo/20955.htm,,Related journal article link not found,4,0,4,0
20956,https://econpapers.repec.org/paper/nbrnberwo/20956.htm,,Related journal article link not found,4,3,1,0
20957,https://econpapers.repec.org/paper/nbrnberwo/20957.htm,,Related journal article link not found,3,0,3,0
20958,https://econpapers.repec.org/paper/nbrnberwo/20958.htm,https://econpapers.repec.org/article/oupeconjl/v_3a130_3ay_3a2020_3ai_3a630_3ap_3a1678-1714..htm,0.783433133732535,3,0,3,0
20959,https://econpapers.repec.org/paper/nbrnberwo/20959.htm,,Related journal article link not found,3,1,2,0
20960,https://econpapers.repec.org/paper/nbrnberwo/20960.htm,,Related journal article link not found,3,0,3,0
20961,https://econpapers.repec.org/paper/nbrnberwo/20961.htm,https://econpapers.repec.org/article/blaindres/v_3a57_3ay_3a2018_3ai_3a1_3ap_3a57-100.htm,0.5476062399139322,3,1,2,0
20962,https://econpapers.repec.org/paper/nbrnberwo/20962.htm,https://econpapers.repec.org/article/aeajeclit/v_3a54_3ay_3a2016_3ai_3a1_3ap_3a3-51.htm,0.386952636282395,2,0,2,0
20963,https://econpapers.repec.org/paper/nbrnberwo/20963.htm,https://econpapers.repec.org/article/eeejfinec/v_3a119_3ay_3a2016_3ai_3a3_3ap_3a457-471.htm,0.137546468401487,3,1,2,0
20964,https://econpapers.repec.org/paper/nbrnberwo/20964.htm,,Related journal article link not found,1,0,1,0
20965,https://econpapers.repec.org/paper/nbrnberwo/20965.htm,,Related journal article link not found,5,1,4,0
20966,https://econpapers.repec.org/paper/nbrnberwo/20966.htm,,Related journal article link not found,2,0,2,0
20967,https://econpapers.repec.org/paper/nbrnberwo/20967.htm,https://econpapers.repec.org/article/aeaaecrev/v_3a105_3ay_3a2015_3ai_3a5_3ap_3a336-39.htm,1.0,3,1,2,0
20968,https://econpapers.repec.org/paper/nbrnberwo/20968.htm,https://econpapers.repec.org/article/blajfinan/v_3a73_3ay_3a2018_3ai_3a4_3ap_3a1713-1750.htm,0.04376899696048632,2,1,1,0
20969,https://econpapers.repec.org/paper/nbrnberwo/20969.htm,https://econpapers.repec.org/article/aeaaecrev/v_3a105_3ay_3a2015_3ai_3a5_3ap_3a196-200.htm,0.3534938344098649,2,0,2,0
20970,https://econpapers.repec.org/paper/nbrnberwo/20970.htm,https://econpapers.repec.org/article/palimfecr/v_3a64_3ay_3a2016_3ai_3a3_3ad_3a10.1057_5fimfer.2016.11.htm,0.25248392752776155,5,0,5,0
20971,https://econpapers.repec.org/paper/nbrnberwo/20971.htm,https://econpapers.repec.org/article/aeaaecrev/v_3a105_3ay_3a2015_3ai_3a5_3ap_3a295-99.htm,1.0,2,1,1,0
20972,https://econpapers.repec.org/paper/nbrnberwo/20972.htm,,Related journal article link not found,5,1,4,0
20973,https://econpapers.repec.org/paper/nbrnberwo/20973.htm,https://econpapers.repec.org/article/ucpjpolec/doi_3a10.1086_2f706686.htm,0.7893982808022922,5,1,4,0
20974,https://econpapers.repec.org/paper/nbrnberwo/20974.htm,,Related journal article link not found,3,0,3,0
20975,https://econpapers.repec.org/paper/nbrnberwo/20975.htm,,Related journal article link not found,1,0,1,0
20976,https://econpapers.repec.org/paper/nbrnberwo/20976.htm,,Related journal article link not found,3,1,2,0
20977,https://econpapers.repec.org/paper/nbrnberwo/20977.htm,https://econpapers.repec.org/article/blaeconom/v_3a86_3ay_3a2019_3ai_3a344_3ap_3a689-727.htm,0.021798365122615803,3,1,2,0
20978,https://econpapers.repec.org/paper/nbrnberwo/20978.htm,,Related journal article link not found,2,1,1,0
20979,https://econpapers.repec.org/paper/nbrnberwo/20979.htm,https://econpapers.repec.org/article/blajfinan/v_3a74_3ay_3a2019_3ai_3a3_3ap_3a1363-1429.htm,0.5704323570432357,3,0,3,0
20980,https://econpapers.repec.org/paper/nbrnberwo/20980.htm,https://econpapers.repec.org/article/wlyjapmet/v_3a32_3ay_3a2017_3ai_3a1_3ap_3a1-15.htm,0.09442548350398179,4,1,3,0
20981,https://econpapers.repec.org/paper/nbrnberwo/20981.htm,https://econpapers.repec.org/article/aeaaecrev/v_3a110_3ay_3a2020_3ai_3a1_3ap_3a120-61.htm,0.9857549857549858,2,0,2,0
20982,https://econpapers.repec.org/paper/nbrnberwo/20982.htm,,Related journal article link not found,3,2,1,0
20983,https://econpapers.repec.org/paper/nbrnberwo/20983.htm,,Related journal article link not found,1,1,0,0
20984,https://econpapers.repec.org/paper/nbrnberwo/20984.htm,,Related journal article link not found,1,0,1,0
20985,https://econpapers.repec.org/paper/nbrnberwo/20985.htm,,Related journal article link not found,1,0,1,0
20986,https://econpapers.repec.org/paper/nbrnberwo/20986.htm,https://econpapers.repec.org/article/aeaaejapp/v_3a10_3ay_3a2018_3ai_3a2_3ap_3a58-100.htm,0.27916120576671033,3,0,3,0
20987,https://econpapers.repec.org/paper/nbrnberwo/20987.htm,https://econpapers.repec.org/article/palimfecr/v_3a63_3ay_3a2015_3ai_3a1_3ap_3a197-237.htm,0.9919839679358717,2,0,2,0
20988,https://econpapers.repec.org/paper/nbrnberwo/20988.htm,https://econpapers.repec.org/article/aeaaejpol/v_3a9_3ay_3a2017_3ai_3a4_3ap_3a192-226.htm,0.9878378378378379,3,0,3,0
20989,https://econpapers.repec.org/paper/nbrnberwo/20989.htm,https://econpapers.repec.org/article/aeaaecrev/v_3a107_3ay_3a2017_3ai_3a9_3ap_3a2479-2513.htm,0.47489663319551095,3,0,3,0
20990,https://econpapers.repec.org/paper/nbrnberwo/20990.htm,https://econpapers.repec.org/article/tpredfpol/v_3a12_3ay_3a2017_3ai_3a1_3ap_3a1-27.htm,0.8519675202998126,3,1,2,0
20991,https://econpapers.repec.org/paper/nbrnberwo/20991.htm,,Related journal article link not found,3,0,3,0
20992,https://econpapers.repec.org/paper/nbrnberwo/20992.htm,,Related journal article link not found,2,0,2,0
20993,https://econpapers.repec.org/paper/nbrnberwo/20993.htm,https://econpapers.repec.org/article/eeejhecon/v_3a46_3ay_3a2016_3ai_3ac_3ap_3a120-130.htm,0.8060886829913965,3,0,3,0
20994,https://econpapers.repec.org/paper/nbrnberwo/20994.htm,https://econpapers.repec.org/article/ouprestud/v_3a85_3ay_3a2018_3ai_3a4_3ap_3a2173-2213..htm,0.02939685757729346,2,0,2,0
20995,https://econpapers.repec.org/paper/nbrnberwo/20995.htm,https://econpapers.repec.org/article/plopone00/0124257.htm,0.9992063492063492,3,0,3,0
20996,https://econpapers.repec.org/paper/nbrnberwo/20996.htm,,Related journal article link not found,3,0,3,0
20997,https://econpapers.repec.org/paper/nbrnberwo/20997.htm,,Related journal article link not found,6,1,5,0
20998,https://econpapers.repec.org/paper/nbrnberwo/20998.htm,https://econpapers.repec.org/article/cupjbcoan/v_3a6_3ay_3a2015_3ai_3a01_3ap_3a154-186_5f00.htm,0.9485776805251641,4,0,4,0
20999,https://econpapers.repec.org/paper/nbrnberwo/20999.htm,https://econpapers.repec.org/article/aeaaecrev/v_3a109_3ay_3a2019_3ai_3a11_3ap_3a3953-77.htm,1.0,4,0,4,0
21000,https://econpapers.repec.org/paper/nbrnberwo/21000.htm,https://econpapers.repec.org/article/aeajecper/v_3a29_3ay_3a2015_3ai_3a2_3ap_3a3-24.htm,0.06072607260726073,2,0,2,0
21001,https://econpapers.repec.org/paper/nbrnberwo/21001.htm,,Related journal article link not found,3,2,1,0
21002,https://econpapers.repec.org/paper/nbrnberwo/21002.htm,,Related journal article link not found,1,0,1,0
21003,https://econpapers.repec.org/paper/nbrnberwo/21003.htm,https://econpapers.repec.org/article/aeaaecrev/v_3a105_3ay_3a2015_3ai_3a12_3ap_3a3531-63.htm,0.9826338639652678,1,1,0,0
21004,https://econpapers.repec.org/paper/nbrnberwo/21004.htm,https://econpapers.repec.org/article/ucpjpolec/doi_3a10.1086_2f698748.htm,0.9618430525557955,3,0,3,0
21005,https://econpapers.repec.org/paper/nbrnberwo/21005.htm,,Related journal article link not found,2,1,1,0
21006,https://econpapers.repec.org/paper/nbrnberwo/21006.htm,,Related journal article link not found,2,0,2,0
21007,https://econpapers.repec.org/paper/nbrnberwo/21007.htm,https://econpapers.repec.org/article/aeaaecrev/v_3a106_3ay_3a2016_3ai_3a10_3ap_3a2982-3028.htm,0.9916897506925207,4,0,4,0
21008,https://econpapers.repec.org/paper/nbrnberwo/21008.htm,https://econpapers.repec.org/article/eeereecon/v_3a69_3ay_3a2015_3ai_3a2_3ap_3a157-165.htm,0.2009400705052879,2,0,2,0
21009,https://econpapers.repec.org/paper/nbrnberwo/21009.htm,https://econpapers.repec.org/article/eeepubeco/v_3a216_3ay_3a2022_3ai_3ac_3as0047272722001633.htm,0.023645320197044337,3,2,1,0
21010,https://econpapers.repec.org/paper/nbrnberwo/21010.htm,https://econpapers.repec.org/article/oupjeurec/v_3a18_3ay_3a2020_3ai_3a1_3ap_3a302-341..htm,0.36,2,0,2,0
21011,https://econpapers.repec.org/paper/nbrnberwo/21011.htm,,Related journal article link not found,2,0,2,0
21012,https://econpapers.repec.org/paper/nbrnberwo/21012.htm,https://econpapers.repec.org/article/oupqjecon/v_3a130_3ay_3a2015_3ai_3a3_3ap_3a1167-1239..htm,0.9887928274095421,2,0,2,0
21013,https://econpapers.repec.org/paper/nbrnberwo/21013.htm,,Related journal article link not found,3,0,3,0
21014,https://econpapers.repec.org/paper/nbrnberwo/21014.htm,,Related journal article link not found,3,0,3,0
21015,https://econpapers.repec.org/paper/nbrnberwo/21015.htm,https://econpapers.repec.org/article/eeepubeco/v_3a145_3ay_3a2017_3ai_3ac_3ap_3a94-102.htm,0.39982347749338043,3,0,3,0
21016,https://econpapers.repec.org/paper/nbrnberwo/21016.htm,,Related journal article link not found,4,0,4,0
21017,https://econpapers.repec.org/paper/nbrnberwo/21017.htm,,Related journal article link not found,2,0,2,0
21018,https://econpapers.repec.org/paper/nbrnberwo/21018.htm,https://econpapers.repec.org/article/eeewdevel/v_3a109_3ay_3a2018_3ai_3ac_3ap_3a511-522.htm,0.05,2,0,2,0
21019,https://econpapers.repec.org/paper/nbrnberwo/21019.htm,https://econpapers.repec.org/article/kapopenec/v_3a26_3ay_3a2015_3ai_3a5_3ap_3a911-939.htm,0.9737335834896811,3,1,2,0
21020,https://econpapers.repec.org/paper/nbrnberwo/21020.htm,,Related journal article link not found,3,0,3,0
21021,https://econpapers.repec.org/paper/nbrnberwo/21021.htm,,Related journal article link not found,2,0,2,0
21022,https://econpapers.repec.org/paper/nbrnberwo/21022.htm,,Related journal article link not found,4,1,3,0
21023,https://econpapers.repec.org/paper/nbrnberwo/21023.htm,https://econpapers.repec.org/article/blascandj/v_3a119_3ay_3a2017_3ai_3a1_3ap_3a102-147.htm,0.01616915422885572,3,1,2,0
21024,https://econpapers.repec.org/paper/nbrnberwo/21024.htm,https://econpapers.repec.org/article/aeaaecrev/v_3a106_3ay_3a2016_3ai_3a10_3ap_3a2930-81.htm,0.3035978314440611,3,0,3,0
21025,https://econpapers.repec.org/paper/nbrnberwo/21025.htm,https://econpapers.repec.org/article/eeepubeco/v_3a189_3ay_3a2020_3ai_3ac_3as004727271830118x.htm,1.0,5,1,4,0
21026,https://econpapers.repec.org/paper/nbrnberwo/21026.htm,https://econpapers.repec.org/article/sprjoecth/v_3a64_3ay_3a2017_3ai_3a4_3ad_3a10.1007_5fs00199-017-1085-5.htm,0.2786697247706422,2,0,2,0
21027,https://econpapers.repec.org/paper/nbrnberwo/21027.htm,,Related journal article link not found,3,1,2,0
21028,https://econpapers.repec.org/paper/nbrnberwo/21028.htm,https://econpapers.repec.org/article/blarandje/v_3a48_3ay_3a2017_3ai_3a4_3ap_3a877-905.htm,Journal abstract not found,3,1,2,0
21029,https://econpapers.repec.org/paper/nbrnberwo/21029.htm,,Related journal article link not found,4,0,4,0
21030,https://econpapers.repec.org/paper/nbrnberwo/21030.htm,https://econpapers.repec.org/article/ucpmacann/doi_3a10.1086_2f680656.htm,Journal abstract not found,2,1,1,0
21031,https://econpapers.repec.org/paper/nbrnberwo/21031.htm,https://econpapers.repec.org/article/eeejhecon/v_3a46_3ay_3a2016_3ai_3ac_3ap_3a33-51.htm,0.18382000957395883,5,1,4,0
21032,https://econpapers.repec.org/paper/nbrnberwo/21032.htm,https://econpapers.repec.org/article/tprrestat/v_3a99_3ay_3a2017_3ai_3a5_3ap_3a853-869.htm,0.8002936857562408,3,0,3,0
21033,https://econpapers.repec.org/paper/nbrnberwo/21033.htm,https://econpapers.repec.org/article/wlyemetrp/v_3a84_3ay_3a2016_3ai_3a_3ap_3a809-833.htm,0.7566371681415929,3,1,2,0
21034,https://econpapers.repec.org/paper/nbrnberwo/21034.htm,,Related journal article link not found,4,1,3,0
21035,https://econpapers.repec.org/paper/nbrnberwo/21035.htm,https://econpapers.repec.org/article/ucpjpolec/doi_3a10.1086_2f701424.htm,0.5151280062063616,1,0,1,0
21036,https://econpapers.repec.org/paper/nbrnberwo/21036.htm,,Related journal article link not found,2,0,2,0
21037,https://econpapers.repec.org/paper/nbrnberwo/21037.htm,,Related journal article link not found,2,1,1,0
21038,https://econpapers.repec.org/paper/nbrnberwo/21038.htm,,Related journal article link not found,1,0,1,0
21039,https://econpapers.repec.org/paper/nbrnberwo/21039.htm,https://econpapers.repec.org/article/anrreveco/v_3a7_3ay_3a2015_3ap_3a309-339.htm,1.0,1,0,1,0
21040,https://econpapers.repec.org/paper/nbrnberwo/21040.htm,https://econpapers.repec.org/article/eeejjieco/v_3a41_3ay_3a2016_3ai_3ac_3ap_3a17-29.htm,0.44770959377700953,4,0,4,0
21041,https://econpapers.repec.org/paper/nbrnberwo/21041.htm,,Related journal article link not found,2,1,1,0
21042,https://econpapers.repec.org/paper/nbrnberwo/21042.htm,https://econpapers.repec.org/article/aeaaecrev/v_3a106_3ay_3a2016_3ai_3a2_3ap_3a436-74.htm,0.38545454545454544,1,1,0,0
21043,https://econpapers.repec.org/paper/nbrnberwo/21043.htm,https://econpapers.repec.org/article/ouprevfin/v_3a22_3ay_3a2018_3ai_3a3_3ap_3a951-975..htm,0.15873015873015872,4,1,3,0
21044,https://econpapers.repec.org/paper/nbrnberwo/21044.htm,,Related journal article link not found,3,0,3,0
21045,https://econpapers.repec.org/paper/nbrnberwo/21045.htm,,Related journal article link not found,2,1,1,0
21046,https://econpapers.repec.org/paper/nbrnberwo/21046.htm,,Related journal article link not found,3,0,3,0
21047,https://econpapers.repec.org/paper/nbrnberwo/21047.htm,https://econpapers.repec.org/article/eeemoneco/v_3a77_3ay_3a2016_3ai_3ac_3ap_3a130-145.htm,0.6745144202472042,2,0,2,0
21048,https://econpapers.repec.org/paper/nbrnberwo/21048.htm,https://econpapers.repec.org/article/blajrinsu/v_3a87_3ay_3a2020_3ai_3a4_3ap_3a861-893.htm,0.8260869565217391,2,1,1,0
21049,https://econpapers.repec.org/paper/nbrnberwo/21049.htm,,Related journal article link not found,3,0,3,0
21050,https://econpapers.repec.org/paper/nbrnberwo/21050.htm,,Related journal article link not found,3,0,3,0
21051,https://econpapers.repec.org/paper/nbrnberwo/21051.htm,https://econpapers.repec.org/article/ucpjaerec/doi_3a10.1086_2f692842.htm,0.6768447837150128,3,1,2,0
21052,https://econpapers.repec.org/paper/nbrnberwo/21052.htm,https://econpapers.repec.org/article/aeaaecrev/v_3a105_3ay_3a2015_3ai_3a5_3ap_3a346-51.htm,0.19132501485442663,3,0,3,0
21053,https://econpapers.repec.org/paper/nbrnberwo/21053.htm,https://econpapers.repec.org/article/wlyeconjl/v_3a128_3ay_3a2018_3ai_3a612_3ap_3af340-f352.htm,0.12745098039215685,1,0,1,0
21054,https://econpapers.repec.org/paper/nbrnberwo/21054.htm,,Related journal article link not found,1,0,1,0
21055,https://econpapers.repec.org/paper/nbrnberwo/21055.htm,https://econpapers.repec.org/article/tpredfpol/v_3a13_3ay_3a2018_3ai_3a4_3ap_3a513-544.htm,0.5785813630041725,2,0,2,0
21056,https://econpapers.repec.org/paper/nbrnberwo/21056.htm,https://econpapers.repec.org/article/eeemoneco/v_3a114_3ay_3a2020_3ai_3ac_3ap_3a240-261.htm,1.0,1,0,1,0
21057,https://econpapers.repec.org/paper/nbrnberwo/21057.htm,,Related journal article link not found,2,0,2,0
21058,https://econpapers.repec.org/paper/nbrnberwo/21058.htm,,Related journal article link not found,4,0,4,0
21059,https://econpapers.repec.org/paper/nbrnberwo/21059.htm,,Related journal article link not found,3,0,3,0
